Statistical profiling result from isolate-0x3123660-v8.log, (621 ticks, 33 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.2%    0.2%  std::locale::locale()
      1    0.2%    0.2%  std::locale::id::_M_id() const
      1    0.2%    0.2%  std::ctype<char> const& std::use_facet<std::ctype<char> >(std::locale const&)
      1    0.2%    0.2%  std::_Rb_tree_rebalance_for_erase(std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)
      1    0.2%    0.2%  std::_Rb_tree<v8::internal::compiler::InstructionOperand, v8::internal::compiler::InstructionOperand, std::_Identity<v8::internal::compiler::InstructionOperand>, v8::internal::compiler::CompareOperandModuloType, v8::internal::zone_allocator<v8::internal::compiler::InstructionOperand> >::find(v8::internal::compiler::InstructionOperand const&)
      1    0.2%    0.2%  operator new(unsigned long)
      1    0.2%    0.2%  operator delete(void*)
      1    0.2%    0.2%  node::ContextifyScript::RunInThisContext(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.2%    0.2%  node::Buffer::SetupBufferJS(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.2%    0.2%  brk
      1    0.2%    0.2%  bool v8::internal::JSObject::UpdateAllocationSite<(v8::internal::AllocationSiteUpdateMode)0>(v8::internal::Handle<v8::internal::JSObject>, v8::internal::ElementsKind)
      1    0.2%    0.2%  bool std::has_facet<std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > > >(std::locale const&)
      1    0.2%    0.2%  __new_sem_post
      1    0.2%    0.2%  __clock_gettime
      1    0.2%    0.2%  __GI___pthread_mutex_unlock
      1    0.2%    0.2%  __GI___pthread_mutex_lock

 [Summary]:
   ticks  total  nonlib   name
     99   15.9%   17.5%  JavaScript
    433   69.7%   76.6%  C++
     33    5.3%    5.8%  GC
     56    9.0%          Shared libraries
     33    5.3%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
    103   30.7%   16.6%  v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     75   22.4%   12.1%  v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
     29    8.7%    4.7%  v8::internal::Runtime_KeyedLoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
     17    5.1%    2.7%  v8::internal::Runtime_CompileOptimized_Concurrent(int, v8::internal::Object**, v8::internal::Isolate*)
     11    3.3%    1.8%  v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
     11    3.3%    1.8%  v8::internal::Runtime_CreateDataProperty(int, v8::internal::Object**, v8::internal::Isolate*)
     10    3.0%    1.6%  v8::internal::Runtime_BinaryOpIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      8    2.4%    1.3%  v8::internal::Runtime_StackGuard(int, v8::internal::Object**, v8::internal::Isolate*)
      8    2.4%    1.3%  v8::internal::Runtime_SetGrow(int, v8::internal::Object**, v8::internal::Isolate*)
      7    2.1%    1.1%  v8::internal::Runtime_KeyedStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      6    1.8%    1.0%  v8::internal::Runtime_LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      6    1.8%    1.0%  v8::internal::Runtime_ForInEnumerate(int, v8::internal::Object**, v8::internal::Isolate*)
      5    1.5%    0.8%  v8::internal::Runtime_AppendElement(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.9%    0.5%  v8::internal::Runtime_ToBooleanIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.9%    0.5%  v8::internal::Runtime_SetShrink(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.9%    0.5%  v8::internal::Runtime_SetCode(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.9%    0.5%  v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.6%    0.3%  v8::internal::Runtime_TryInstallOptimizedCode(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.6%    0.3%  v8::internal::Runtime_SpecialArrayFunctions(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.6%    0.3%  v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.6%    0.3%  v8::internal::Runtime_Interrupt(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.6%    0.3%  v8::internal::Runtime_CompareIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.6%    0.3%  v8::internal::Builtin_FunctionPrototypeToString(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.2%  write
      1    0.3%    0.2%  v8::internal::WeakFixedArray::Add(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::HeapObject>, int*)
      1    0.3%    0.2%  v8::internal::Runtime_SetInitialize(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.2%  v8::internal::Runtime_RegExpExec(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.2%  v8::internal::Runtime_NotifyStubFailure(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.2%  v8::internal::Runtime_LoadGlobalIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.2%  v8::internal::Runtime_ForInHasProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.2%  v8::internal::Runtime_ArraySpeciesConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.2%  v8::internal::Heap::AllocateFixedArray(int, v8::internal::PretenureFlag)
      1    0.3%    0.2%  v8::internal::FullCodeGenerator::VisitForEffect(v8::internal::Expression*)
      1    0.3%    0.2%  v8::internal::DuplicateFinder::BackupKey(v8::internal::Vector<unsigned char const>, bool)
      1    0.3%    0.2%  v8::internal::CodeStub::FindCodeInCache(v8::internal::Code**)
      1    0.3%    0.2%  v8::internal::Builtin_JsonParse(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.2%  v8::internal::Builtin_DateNow(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.2%  v8::internal::Builtin_ArrayUnshift(int, v8::internal::Object**, v8::internal::Isolate*)

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 2.0% are not shown.

   ticks parent  name
     91   14.7%  node::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
     91  100.0%    v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     51   56.0%      LazyCompile: ~createScript vm.js:52:22
     51  100.0%        LazyCompile: ~runInThisContext vm.js:94:26
     51  100.0%          LazyCompile: ~Module._compile module.js:511:37
     51  100.0%            LazyCompile: ~Module._extensions..js module.js:578:37
     40   44.0%      LazyCompile: ~runInThisContext bootstrap_node.js:436:28
     40  100.0%        LazyCompile: ~NativeModule.compile bootstrap_node.js:518:44
     40  100.0%          LazyCompile: ~NativeModule.require bootstrap_node.js:452:34
     13   32.5%            LazyCompile: ~startup bootstrap_node.js:12:19
      7   17.5%            Function: ~<anonymous> stream.js:1:11
      5   12.5%            Function: ~<anonymous> module.js:1:11
      4   10.0%            LazyCompile: ~setupGlobalVariables bootstrap_node.js:204:32
      3    7.5%            Function: ~<anonymous> util.js:1:11
      3    7.5%            Function: ~<anonymous> internal/url.js:1:11
      1    2.5%            LazyCompile: ~setupNextTick internal/process/next_tick.js:11:23
      1    2.5%            LazyCompile: ~setupGlobalTimeouts bootstrap_node.js:238:31
      1    2.5%            Function: ~<anonymous> timers.js:1:11
      1    2.5%            Function: ~<anonymous> fs.js:1:11
      1    2.5%            Function: ~<anonymous> buffer.js:1:11

     41    6.6%  write
     11   26.8%    v8::internal::Runtime_KeyedLoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      8   72.7%      LazyCompile: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:4909:22
      8  100.0%        LazyCompile: ~baseForOwn /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:3001:24
      8  100.0%          Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:16828:28
      8  100.0%            Function: ~runInContext /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1412:44
      1    9.1%      LazyCompile: ~replace native string.js:57:23
      1  100.0%        LazyCompile: ~setupConfig internal/process.js:119:21
      1  100.0%          LazyCompile: ~startup bootstrap_node.js:12:19
      1  100.0%            Function: ~<anonymous> bootstrap_node.js:10:10
      1    9.1%      LazyCompile: ~getRawTag /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:5996:23
      1  100.0%        LazyCompile: ~baseGetTag /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:3075:24
      1  100.0%          Function: ~runInContext /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1412:44
      1  100.0%            Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:9:11
      1    9.1%      LazyCompile: ~defineIDLClass internal/url.js:775:24
      1  100.0%        Function: ~<anonymous> internal/url.js:1:11
      1  100.0%          LazyCompile: ~NativeModule.compile bootstrap_node.js:518:44
      1  100.0%            LazyCompile: ~NativeModule.require bootstrap_node.js:452:34
      8   19.5%    v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1   12.5%      LazyCompile: ~startup bootstrap_node.js:12:19
      1  100.0%        Function: ~<anonymous> bootstrap_node.js:10:10
      1   12.5%      LazyCompile: ~setupNextTick internal/process/next_tick.js:11:23
      1  100.0%        LazyCompile: ~startup bootstrap_node.js:12:19
      1  100.0%          Function: ~<anonymous> bootstrap_node.js:10:10
      1   12.5%      LazyCompile: ~setupConfig internal/process.js:119:21
      1  100.0%        LazyCompile: ~startup bootstrap_node.js:12:19
      1  100.0%          Function: ~<anonymous> bootstrap_node.js:10:10
      1   12.5%      LazyCompile: ~setToArray /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1240:22
      1  100.0%        Function: ~runInContext /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1412:44
      1  100.0%          Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:9:11
      1  100.0%            Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1:11
      1   12.5%      LazyCompile: ~Module._resolveLookupPaths module.js:315:38
      1  100.0%        LazyCompile: ~Module._resolveFilename module.js:456:35
      1  100.0%          LazyCompile: ~Module._load module.js:413:24
      1  100.0%            LazyCompile: ~Module.require module.js:495:36
      1   12.5%      LazyCompile: ~Join native array.js:122:14
      1  100.0%        LazyCompile: ~InnerArrayJoin native array.js:276:24
      1  100.0%          LazyCompile: ~join native array.js:289:19
      1  100.0%            LazyCompile: ~setupConfig internal/process.js:119:21
      1   12.5%      LazyCompile: ~InnerArrayForEach native array.js:777:27
      1  100.0%        LazyCompile: ~forEach native array.js:795:22
      1  100.0%          LazyCompile: ~setupGlobalVariables bootstrap_node.js:204:32
      1  100.0%            LazyCompile: ~startup bootstrap_node.js:12:19
      1   12.5%      Function: ~<anonymous> assert.js:1:11
      1  100.0%        LazyCompile: ~NativeModule.compile bootstrap_node.js:518:44
      1  100.0%          LazyCompile: ~NativeModule.require bootstrap_node.js:452:34
      1  100.0%            Function: ~<anonymous> timers.js:1:11
      2    4.9%    v8::internal::Runtime_LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1   50.0%      LazyCompile: ~resolve path.js:1131:28
      1  100.0%        LazyCompile: ~startup bootstrap_node.js:12:19
      1  100.0%          Function: ~<anonymous> bootstrap_node.js:10:10
      1   50.0%      LazyCompile: ~Module._compile module.js:511:37
      1  100.0%        LazyCompile: ~Module._extensions..js module.js:578:37
      1  100.0%          LazyCompile: ~Module.load module.js:479:33
      1  100.0%            LazyCompile: ~tryModuleLoad module.js:444:23
      2    4.9%    v8::internal::Runtime_KeyedStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      2  100.0%      LazyCompile: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:16830:34
      2  100.0%        LazyCompile: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:4909:22
      2  100.0%          LazyCompile: ~baseForOwn /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:3001:24
      2  100.0%            Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:16828:28
      2    4.9%    v8::internal::Runtime_CompileOptimized_Concurrent(int, v8::internal::Object**, v8::internal::Isolate*)
      1   50.0%      LazyCompile: ~GetHash native collection.js:88:17
      1  100.0%        LazyCompile: ~set native collection.js:253:16
      1  100.0%          LazyCompile: ~stat module.js:23:14
      1  100.0%            LazyCompile: ~Module._findPath module.js:148:28
      1   50.0%      LazyCompile: *filter native array.js:769:21
      1  100.0%        LazyCompile: *minimax /var/www/noughtsandcrosses.com/www/js/minimax.js:15:17
      1  100.0%          LazyCompile: *values.map.childMove /var/www/noughtsandcrosses.com/www/js/minimax.js:44:35
      1  100.0%            LazyCompile: *map native array.js:833:18
      2    4.9%    v8::internal::Runtime_BinaryOpIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1   50.0%      LazyCompile: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:16896:41
      1  100.0%        LazyCompile: ~arrayEach /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:503:21
      1  100.0%          Function: ~runInContext /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1412:44
      1  100.0%            Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:9:11
      1   50.0%      Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:9:11
      1  100.0%        Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1:11
      1  100.0%          LazyCompile: ~Module._compile module.js:511:37
      1  100.0%            LazyCompile: ~Module._extensions..js module.js:578:37
      1    2.4%    v8::internal::Runtime_ToBooleanIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~get global native regexp.js:623:25
      1  100.0%        Stub: CEntryStub
      1  100.0%          LazyCompile: ~[Symbol.match] native regexp.js:226:29
      1  100.0%            LazyCompile: ~match native string.js:44:23
      1    2.4%    v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~Stats fs.js:135:15
      1  100.0%        LazyCompile: ~statsFromValues fs.js:944:25
      1  100.0%          LazyCompile: ~fs.lstatSync fs.js:958:24
      1  100.0%            LazyCompile: ~realpathSync fs.js:1563:40
      1    2.4%    v8::internal::Runtime_CompareIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~Promise native promise.js:58:23
      1  100.0%        LazyCompile: ~createPromise native promise.js:178:23
      1  100.0%          LazyCompile: ~resolve native promise.js:327:24
      1  100.0%            Function: ~runInContext /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1412:44
      1    2.4%    v8::internal::Builtin_FunctionPrototypeToString(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~baseRest /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:3939:22
      1  100.0%        Function: ~runInContext /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1412:44
      1  100.0%          Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:9:11
      1  100.0%            Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1:11
      1    2.4%    LazyCompile: ~overRest /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:6558:22
      1  100.0%      LazyCompile: ~flatRest /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:5852:22
      1  100.0%        Function: ~runInContext /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1412:44
      1  100.0%          Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:9:11
      1  100.0%            Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1:11

     33    5.3%  UNKNOWN

     28    4.5%  /usr/bin/nodejs
      8   28.6%    v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      2   25.0%      LazyCompile: ~lazyConstants internal/process.js:5:23
      2  100.0%        LazyCompile: ~isSignal internal/process.js:201:20
      2  100.0%          LazyCompile: ~<anonymous> internal/process.js:207:37
      2  100.0%            LazyCompile: ~emitTwo events.js:104:17
      2   25.0%      LazyCompile: ~fs.readSync fs.js:649:23
      2  100.0%        LazyCompile: ~tryReadSync fs.js:476:21
      2  100.0%          LazyCompile: ~fs.readFileSync fs.js:488:27
      2  100.0%            LazyCompile: ~Module._extensions..js module.js:578:37
      1   12.5%      LazyCompile: ~fs.openSync fs.js:580:23
      1  100.0%        LazyCompile: ~fs.readFileSync fs.js:488:27
      1  100.0%          LazyCompile: ~Module._extensions..js module.js:578:37
      1  100.0%            LazyCompile: ~Module.load module.js:479:33
      1   12.5%      Function: ~<anonymous> timers.js:1:11
      1  100.0%        LazyCompile: ~NativeModule.compile bootstrap_node.js:518:44
      1  100.0%          LazyCompile: ~NativeModule.require bootstrap_node.js:452:34
      1  100.0%            LazyCompile: ~setupGlobalTimeouts bootstrap_node.js:238:31
      1   12.5%      Function: ~<anonymous> buffer.js:1:11
      1  100.0%        LazyCompile: ~NativeModule.compile bootstrap_node.js:518:44
      1  100.0%          LazyCompile: ~NativeModule.require bootstrap_node.js:452:34
      1  100.0%            Function: ~<anonymous> util.js:1:11
      1   12.5%      Function: ~<anonymous> bootstrap_node.js:10:10
      3   10.7%    v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1   33.3%      LazyCompile: ~InnerArraySome native array.js:801:24
      1  100.0%        LazyCompile: ~some native array.js:811:19
      1  100.0%          Function: ~<anonymous> bootstrap_node.js:10:10
      1   33.3%      LazyCompile: ~Float64ArrayConstructor native typedarray.js:1244:33
      1  100.0%        LazyCompile: ~setup_cpuUsage internal/process.js:28:24
      1  100.0%          LazyCompile: ~startup bootstrap_node.js:12:19
      1  100.0%            Function: ~<anonymous> bootstrap_node.js:10:10
      1   33.3%      LazyCompile: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:4909:22
      1  100.0%        LazyCompile: ~baseForOwn /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:3001:24
      1  100.0%          Function: ~runInContext /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1412:44
      1  100.0%            Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:9:11
      2    7.1%    v8::internal::Runtime_SetGrow(int, v8::internal::Object**, v8::internal::Isolate*)
      2  100.0%      LazyCompile: *add native collection.js:113:16
      2  100.0%        LazyCompile: *exports.game /var/www/noughtsandcrosses.com/www/js/game.js:5:25
      2  100.0%          LazyCompile: *values.map.childMove /var/www/noughtsandcrosses.com/www/js/minimax.js:44:35
      2  100.0%            LazyCompile: *map native array.js:833:18
      2    7.1%    v8::internal::Runtime_ForInEnumerate(int, v8::internal::Object**, v8::internal::Isolate*)
      2  100.0%      LazyCompile: ~moves /var/www/noughtsandcrosses.com/www/js/game.js:26:26
      2  100.0%        LazyCompile: *exports.game /var/www/noughtsandcrosses.com/www/js/game.js:5:25
      2  100.0%          LazyCompile: *values.map.childMove /var/www/noughtsandcrosses.com/www/js/minimax.js:44:35
      2  100.0%            LazyCompile: *map native array.js:833:18
      2    7.1%    v8::internal::Runtime_CreateDataProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      2  100.0%      LazyCompile: *InnerArrayFilter native array.js:756:26
      2  100.0%        LazyCompile: *filter native array.js:769:21
      2  100.0%          LazyCompile: *minimax /var/www/noughtsandcrosses.com/www/js/minimax.js:15:17
      2  100.0%            LazyCompile: *values.map.childMove /var/www/noughtsandcrosses.com/www/js/minimax.js:44:35
      2    7.1%    v8::internal::Runtime_AppendElement(int, v8::internal::Object**, v8::internal::Isolate*)
      2  100.0%      LazyCompile: *minimax /var/www/noughtsandcrosses.com/www/js/minimax.js:15:17
      2  100.0%        LazyCompile: *values.map.childMove /var/www/noughtsandcrosses.com/www/js/minimax.js:44:35
      2  100.0%          LazyCompile: *map native array.js:833:18
      2  100.0%            LazyCompile: *minimax /var/www/noughtsandcrosses.com/www/js/minimax.js:15:17
      1    3.6%    v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      Function: ~<anonymous> buffer.js:1:11
      1  100.0%        LazyCompile: ~NativeModule.compile bootstrap_node.js:518:44
      1  100.0%          LazyCompile: ~NativeModule.require bootstrap_node.js:452:34
      1  100.0%            Function: ~<anonymous> util.js:1:11
      1    3.6%    v8::internal::Runtime_KeyedLoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:4909:22
      1  100.0%        LazyCompile: ~baseForOwn /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:3001:24
      1  100.0%          Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:16828:28
      1  100.0%            Function: ~runInContext /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1412:44
      1    3.6%    v8::internal::Runtime_CompileOptimized_Concurrent(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: *values.map.childMove /var/www/noughtsandcrosses.com/www/js/minimax.js:44:35
      1  100.0%        LazyCompile: *map native array.js:833:18
      1  100.0%          LazyCompile: ~minimax /var/www/noughtsandcrosses.com/www/js/minimax.js:15:17
      1  100.0%            LazyCompile: *values.map.childMove /var/www/noughtsandcrosses.com/www/js/minimax.js:44:35
      1    3.6%    v8::internal::Builtin_ArrayUnshift(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~Module._initPaths module.js:610:29
      1  100.0%        Function: ~<anonymous> module.js:1:11
      1  100.0%          LazyCompile: ~NativeModule.compile bootstrap_node.js:518:44
      1  100.0%            LazyCompile: ~NativeModule.require bootstrap_node.js:452:34

     20    3.2%  /lib/x86_64-linux-gnu/libc-2.23.so
      4   20.0%    v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      2   50.0%      LazyCompile: ~minimax /var/www/noughtsandcrosses.com/www/js/minimax.js:15:17
      1   50.0%        LazyCompile: ~values.map.childMove /var/www/noughtsandcrosses.com/www/js/minimax.js:44:35
      1  100.0%          LazyCompile: ~map native array.js:833:18
      1  100.0%            LazyCompile: ~minimax /var/www/noughtsandcrosses.com/www/js/minimax.js:15:17
      1   50.0%        Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/profiling/minimax-prof.js:1:11
      1  100.0%          LazyCompile: ~Module._compile module.js:511:37
      1  100.0%            LazyCompile: ~Module._extensions..js module.js:578:37
      1   25.0%      Stub: CEntryStub
      1  100.0%        Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:9:11
      1  100.0%          Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1:11
      1  100.0%            LazyCompile: ~Module._compile module.js:511:37
      1   25.0%      Function: ~SLICE$0 /var/www/noughtsandcrosses.com/www/node_modules/immutable/dist/immutable.js:8:11
      1  100.0%        Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/immutable/dist/immutable.js:1:11
      1  100.0%          LazyCompile: ~Module._compile module.js:511:37
      1  100.0%            LazyCompile: ~Module._extensions..js module.js:578:37
      2   10.0%    v8::internal::Runtime_KeyedStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1   50.0%      LazyCompile: ~NativeModule.cache bootstrap_node.js:538:42
      1  100.0%        LazyCompile: ~NativeModule.require bootstrap_node.js:452:34
      1  100.0%          LazyCompile: ~setupGlobalTimeouts bootstrap_node.js:238:31
      1  100.0%            LazyCompile: ~startup bootstrap_node.js:12:19
      1   50.0%      LazyCompile: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:16966:47
      1  100.0%        LazyCompile: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:4909:22
      1  100.0%          LazyCompile: ~baseForOwn /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:3001:24
      1  100.0%            Function: ~runInContext /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1412:44
      1    5.0%    v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/immutable/dist/immutable.js:12:18
      1  100.0%        Function: ~SLICE$0 /var/www/noughtsandcrosses.com/www/node_modules/immutable/dist/immutable.js:8:11
      1  100.0%          Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/immutable/dist/immutable.js:1:11
      1  100.0%            LazyCompile: ~Module._compile module.js:511:37
      1    5.0%    v8::internal::Runtime_NotifyStubFailure(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~updateVNode /var/www/noughtsandcrosses.com/www/node_modules/immutable/dist/immutable.js:2437:23
      1  100.0%        LazyCompile: ~updateList /var/www/noughtsandcrosses.com/www/node_modules/immutable/dist/immutable.js:2397:22
      1  100.0%          LazyCompile: ~List.set /var/www/noughtsandcrosses.com/www/node_modules/immutable/dist/immutable.js:2095:34
      1  100.0%            LazyCompile: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/immutable/dist/immutable.js:2128:41
      1    5.0%    v8::internal::Runtime_KeyedLoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:4909:22
      1  100.0%        LazyCompile: ~baseForOwn /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:3001:24
      1  100.0%          Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:16828:28
      1  100.0%            Function: ~runInContext /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1412:44
      1    5.0%    v8::internal::Runtime_BinaryOpIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~allMoves.filter /var/www/noughtsandcrosses.com/www/js/solver.js:52:26
      1  100.0%        LazyCompile: ~InnerArrayFilter native array.js:756:26
      1  100.0%          LazyCompile: ~filter native array.js:769:21
      1  100.0%            LazyCompile: ~moves /var/www/noughtsandcrosses.com/www/js/solver.js:45:15
      1    5.0%    LazyCompile: ~overRest /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:6558:22
      1  100.0%      LazyCompile: ~baseRest /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:3939:22
      1  100.0%        Function: ~runInContext /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1412:44
      1  100.0%          Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:9:11
      1  100.0%            Function: ~<anonymous> /var/www/noughtsandcrosses.com/www/node_modules/lodash/lodash.js:1:11

